"Rescue ID","Name","Birthdate","Sex","Primary Breed","Color (General)","Status","Created","Euthanasia Date","Adopted Date"
"F18-077","Zara","5/9/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/31/2018 7:46 PM","","10/21/2018"
"F18-078","Princess Beatrice","5/9/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/31/2018 7:47 PM","","12/16/2018"
"F18-079","Princess Charlotte","5/9/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/31/2018 7:47 PM","","10/21/2018"
"F18-080","Duchess Meghan","5/9/2018","Female","Domestic Short Hair","Orange (Mostly)","Adopted","5/31/2018 7:48 PM","","1/19/2019"
"F18-081","Prince George","5/9/2018","Male","Domestic Short Hair","Orange (Mostly)","Adopted","5/31/2018 7:49 PM","","1/19/2019"
"F18-082","Cordelia","4/14/2018","Female","Maine Coon","Orange","Adopted","5/31/2018 7:55 PM","","8/19/2018"
"F18-083","Winifred","4/14/2018","Female","Maine Coon","Orange","Adopted","5/31/2018 7:56 PM","","8/19/2018"
"F18-084","Shadow Wilson","5/26/2015","Male","Domestic Short Hair","Black (Mostly)","Adopted","5/31/2018 8:27 PM","","6/24/2018"
"F18-085","Sugar H","2/1/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/22/2018 11:24 AM","","9/12/2018"
"F18-086","Ragnar","9/20/2017","Female","Domestic Short Hair","Orange (Mostly)","Not Available","6/22/2018 12:16 PM","",""
"F18-087","Lagatha","9/20/2017","Female","Domestic Short Hair","Orange (Mostly)","Not Available","6/22/2018 12:17 PM","",""
"F18-088","Clara Belle","4/25/2018","Female","Domestic Short Hair","Black and White","Adopted","6/24/2018 10:31 PM","","8/19/2018"
"F18-089","Jaeger","4/25/2018","Male","Maine Coon","Brown Tabby","Adopted","6/24/2018 10:32 PM","","8/19/2018"
"F18-090","Logan K","4/13/2018","Male","Domestic Short Hair","Orange and White","Adopted","6/24/2018 10:33 PM","","7/21/2018"
"F18-091","Loni K","4/13/2018","Female","Domestic Short Hair","Orange and White","Adopted","6/24/2018 10:35 PM","","7/21/2018"
"F18-092","Gizmo Heart","5/2/2018","Male","Domestic Short Hair","Brown Tabby","Adopted","6/24/2018 10:50 PM","","11/18/2018"
"F18-093","Ezra Heart","5/2/2018","Female","Domestic Short Hair","Brown Tabby","Adopted","6/24/2018 10:51 PM","","10/21/2018"
"F18-094","Pixie Heart","5/2/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/24/2018 10:52 PM","","10/21/2018"
"F18-095","Bugsy Heart","5/2/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/24/2018 10:55 PM","","11/18/2018"
"F18-096","Butch Cassidy","4/1/2018","Male","Domestic Short Hair","Gray (Mostly)","Adopted","6/24/2018 10:57 PM","","8/19/2018"
"F18-097","Sundance Kid","4/1/2018","Male","Domestic Short Hair","Orange (Mostly)","Adopted","6/24/2018 10:58 PM","","1/26/2019"
"F18-098","Micha","1/1/2017","Female","Domestic Short Hair","Gray (Mostly)","Adopted","6/24/2018 10:59 PM","","10/12/2018"
"F18-099","Stanley","4/6/2018","Male","Domestic Short Hair","Black and White","Adopted","6/24/2018 11:01 PM","","11/25/2018"
"F18-100","Roscoe","4/6/2018","Male","Domestic Short Hair","Black and White","Adopted","6/24/2018 11:01 PM","","11/25/2018"
"F18-101","Peppermint","4/29/2018","Female","Domestic Short Hair","Black and White","Adopted","6/24/2018 11:02 PM","","12/1/2018"
"F18-102","Samantha H","5/18/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","6/27/2018 4:26 PM","","2/11/2021"
"F18-103","Sasha Scott","1/1/2010","Female","Domestic Short Hair","Tortoiseshell","Returned","7/8/2018 11:12 PM","",""
"F18-104","Daisy Mae K","3/30/2018","Female","Domestic Short Hair","Black and White","Adopted","7/8/2018 11:17 PM","","9/8/2018"
"F18-105","Magic Johnson","7/6/2012","Male","Maine Coon","Black","Adopted","7/8/2018 11:30 PM","","10/13/2019"
"F18-106","Lucy RM","6/25/2017","Female","Domestic Medium Hair","Black","Adopted","7/8/2018 11:56 PM","","8/19/2018"
"F18-107","Melanie B","4/22/2018","Female","Maine Coon","Black and White","Adopted","7/17/2018 9:04 PM","","4/27/2019"
"F18-108","Patrick B","5/4/2018","Male","Domestic Short Hair","Black (Mostly)","Adopted","7/17/2018 9:54 PM","","6/25/2019"
"F18-109","Teresa B","5/4/2018","Female","Domestic Short Hair","Gray and White","Adopted","7/17/2018 9:55 PM","","5/9/2019"
"F18-110","Kimball B","5/4/2018","Male","Domestic Short Hair","Black and White","Adopted","7/17/2018 9:56 PM","","2/17/2019"
"F18-111","Wayne B","5/4/2018","Male","Domestic Short Hair","Black (Mostly)","Released","7/17/2018 10:01 PM","",""
"F18-112","Grace B","5/4/2018","Female","Domestic Short Hair","Gray and White","Adopted","7/17/2018 10:02 PM","","5/9/2019"
"F18-113","Lola Pine","1/1/2017","Female","Domestic Short Hair","Orange","Adopted","7/17/2018 10:10 PM","","11/25/2018"
"F18-114","Easter Pine","1/1/2017","Female","Domestic Short Hair","Orange","Adopted","7/17/2018 10:13 PM","","8/14/2018"
"F18-115","Calista","7/15/2015","Female","Domestic Short Hair","Brown Tabby","Adopted","7/17/2018 10:29 PM","","4/25/2021"
"F18-116","Leo Floof","6/1/2018","Male","Domestic Short Hair","Brown Tabby","Adopted","7/17/2018 10:30 PM","","10/21/2018"
"F18-117","Louie Floof","6/1/2018","Male","Domestic Short Hair","Brown Tabby","Adopted","7/17/2018 10:30 PM","","10/21/2018"
"F18-118","Nathan Floof","6/1/2018","Male","Domestic Short Hair","Orange","Adopted","7/17/2018 10:31 PM","","10/21/2018"
"F18-119","Frankie Floof","6/1/2018","Male","Domestic Short Hair","Orange","Adopted","7/17/2018 10:32 PM","","10/21/2018"
"F18-120","Simon Floof","6/1/2018","Male","Domestic Short Hair","Orange and White","Adopted","7/17/2018 10:32 PM","","11/10/2018"
"F18-121","Garfunkel Floof","6/1/2018","Male","Domestic Short Hair","Orange and White","Adopted","7/17/2018 10:33 PM","","11/10/2018"
"F18-122","Elvis Floof","6/1/2018","Male","Domestic Short Hair","Black (Mostly)","Adopted","7/17/2018 10:33 PM","","11/10/2018"
"F18-123","Maggie Pine","7/29/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","8/3/2018 11:38 AM","","9/30/2018"
"F18-124","Tommy Pine","7/29/2014","Male","Domestic Short Hair","Black and White","Adopted","8/3/2018 11:39 AM","","12/12/2018"
"F18-125","Bird Pine","4/15/2018","Female","Domestic Short Hair","Orange and White","Euthanized","8/3/2018 11:43 AM","8/26/2018",""
"F18-126","Angelo Pine","4/15/2018","Male","Domestic Short Hair","Orange (Mostly)","Euthanized","8/3/2018 11:43 AM","8/26/2018",""
"F18-127","Pee Wee Pine","4/15/2018","Female","Domestic Short Hair","Orange (Mostly)","Euthanized","8/3/2018 11:44 AM","8/26/2018",""
"F18-128","Trooper Pine","1/29/2018","Male","Domestic Short Hair","Orange (Mostly)","Euthanized","8/3/2018 11:47 AM","10/8/2018",""
"F18-129","Luke Bryan","5/10/2018","Male","Domestic Short Hair","Black and White","Adopted","8/26/2018 7:00 PM","","9/8/2018"
"F18-130","Addie Belle","6/30/2018","Female","Domestic Short Hair","Orange (Mostly)","Transferred","8/26/2018 7:01 PM","","12/12/2018"
"F18-131","Alexander Hamilcat","8/26/2015","Male","Turkish Van","White (Mostly)","Adopted","8/26/2018 7:03 PM","","3/1/2020"
"F18-132","Aaron Furr  Sir","8/26/2015","Male","Turkish Van","Gray and White","Adopted","8/26/2018 7:04 PM","","10/21/2018"
"F18-133","Mr. Meowgi","2/26/2010","Male","Domestic Short Hair","Gray (Mostly)","Returned","8/26/2018 7:25 PM","",""
"F18-134","Yuki","2/26/2010","Female","Domestic Short Hair","Brown Tabby","Returned","8/26/2018 7:27 PM","",""
"F18-135","Ernie","4/6/2017","Male","Domestic Short Hair","Gray and White","Adopted","9/17/2018 10:37 AM","","9/20/2018"
"F18-136","Barrington","4/1/2016","Male","Maine Coon","Orange","Adopted","9/28/2018 11:56 AM","","5/27/2019"
"F18-137","Arabella I","5/1/2018","Female","Domestic Short Hair","Tortoiseshell","Adopted","9/28/2018 11:59 AM","","10/6/2018"
"F18-138","Wilkie","5/16/2018","Male","Domestic Short Hair","Orange","Passed Away","9/28/2018 12:03 PM","","12/12/2018"
"F18-139","Florence B","8/18/2018","Female","Maine Coon","Calico or Dilute Calico","Adopted","9/28/2018 12:11 PM","","2/17/2019"
"F18-140","Fran B","8/18/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","9/28/2018 12:12 PM","","2/17/2019"
"F18-141","Hazel B","8/18/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Passed Away","9/28/2018 12:13 PM","",""
"F18-142","Matthew B","8/18/2018","Male","Siamese","Cream (Mostly)","Passed Away","9/28/2018 12:13 PM","",""
"F18-143","Hugo B","8/18/2018","Male","Siamese","Cream (Mostly)","Adopted","9/28/2018 12:14 PM","","2/17/2019"
"F18-144","Patches II","1/1/2017","Male","Domestic Short Hair","Gray and White","Adopted","9/16/2017 3:22 PM","","8/4/2019"
"F18-145","Jane II","4/23/2018","Female","Domestic Short Hair","Brown Tabby","Adopted","10/19/2018 9:53 AM","","1/26/2019"
"F18-146","Ophelia (fka Masana)","1/14/2017","Female","Domestic Short Hair","Gray and White","Pending","10/20/2018 10:09 PM","","10/20/2018"
"F18-147","Crunch Pine","7/21/2015","Male","Domestic Long Hair","Orange (Mostly)","Transferred","10/22/2018 9:27 AM","","1/20/2020"
"F18-148","Toffee Pine","7/21/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","10/22/2018 9:27 AM","","5/14/2019"
"F18-149","Henry G","10/21/2016","Male","Domestic Short Hair","White","Adopted","10/22/2018 9:32 AM","","12/2/2018"
"F18-150","Josie K","9/3/2018","Female","Domestic Short Hair","Black and White","Adopted","10/28/2018 12:14 PM","","1/1/2019"
"F18-151","Stella Grace","7/1/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","10/28/2018 12:15 PM","","1/19/2019"
"F18-152","Asahi","8/13/2018","Female","Domestic Short Hair","Orange (Mostly)","Adopted","10/28/2018 12:16 PM","","3/9/2019"
"F18-153","Kirin","8/13/2018","Male","Domestic Short Hair","Black (Mostly)","Adopted","10/28/2018 12:17 PM","","3/9/2019"
"F18-154","Lady Jane Grey","7/13/2018","Female","Russian Blue","Gray","Adopted","10/28/2018 12:19 PM","","7/12/2019"
"F18-155","Juju B","7/13/2018","Male","Domestic Short Hair","Black and White","Euthanized","10/28/2018 12:22 PM","5/7/2019",""
"F18-156","Hook R","10/21/2016","Male","Domestic Short Hair","Black (Mostly)","Pending","10/28/2018 12:33 PM","",""
"F18-157","Applehead","10/21/2012","Female","Domestic Short Hair","Brown Tabby","Adopted","10/28/2018 12:35 PM","","10/16/2019"
"F18-158","Bella M","7/21/2018","Female","Domestic Short Hair","Gray and White","Pending","10/28/2018 12:37 PM","",""
"F18-159","Paisley M","7/21/2018","Female","Domestic Short Hair","Brown Tabby","Pending","10/28/2018 12:38 PM","",""
"F18-160","Luna M","7/21/2018","Female","Domestic Short Hair","Black and White","Adopted","10/28/2018 12:40 PM","","2/10/2019"
"F18-161","Layne M","7/21/2018","Female","Domestic Short Hair","Black and White","Adopted","10/28/2018 12:40 PM","","2/10/2019"
"F18-162","Mickey R","5/21/2018","Male","Domestic Short Hair","Gray (Mostly)","Adopted","10/28/2018 2:09 PM","","11/17/2018"
"F18-163","Miss P","5/21/2018","Female","Domestic Short Hair","Tortoiseshell","Adopted","10/28/2018 2:11 PM","","2/9/2019"
"F18-164","Suki H","10/28/2012","Female","Domestic Short Hair","Tortoiseshell","Adopted","11/8/2018 10:41 AM","","12/1/2018"
"F18-165","Leia H","6/18/2015","Female","Domestic Short Hair","Black and White","Adopted","11/13/2018 11:23 AM","","11/13/2018"
"F18-166","Greyson J","8/21/2018","Female","Domestic Short Hair","Brown Tabby","Adopted","12/3/2018 9:48 AM","","9/13/2019"
"F18-167","Leo J","8/21/2018","Male","Domestic Short Hair","Orange and White","Adopted","12/3/2018 9:48 AM","","9/13/2019"
"F18-168","Cassie J","8/21/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","12/3/2018 9:49 AM","","9/13/2019"
"F18-169","Malibu J","8/21/2018","Female","Domestic Short Hair","Brown Tabby","Adopted","12/3/2018 9:49 AM","","9/13/2019"
"F18-170","Shiva A","3/1/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","12/3/2018 9:51 AM","","3/9/2019"
"F18-171","Andre A","9/3/2018","Male","Domestic Short Hair","Orange and White","Adopted","12/3/2018 9:51 AM","","3/9/2019"
"F18-172","Midnight A","9/3/2018","Male","Domestic Short Hair","Black","Adopted","12/3/2018 9:52 AM","","2/17/2019"
"F18-173","Luna A","9/3/2018","Female","Domestic Short Hair","Brown Tabby","Adopted","12/3/2018 9:53 AM","","3/9/2019"
"F18-174","Munchkin A","9/3/2018","Female","Domestic Short Hair","Brown Tabby","Passed Away","12/3/2018 9:54 AM","2/26/2019",""
"F18-175","Rey A","9/3/2018","Female","Domestic Short Hair","Black and White","Adopted","12/3/2018 9:55 AM","","1/20/2019"
"F18-176","Gina H","10/1/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","12/3/2018 9:57 AM","","2/17/2019"
"F18-177","Tike D","9/16/2018","Male","Domestic Short Hair","Black (Mostly)","Adopted","12/3/2018 10:01 AM","","2/17/2019"
"F18-178","Ophelia D","9/16/2018","Female","Domestic Short Hair","Gray and White","Adopted","12/3/2018 10:01 AM","","2/17/2019"
"F18-179","Ginger H","9/13/2015","Female","Domestic Short Hair","Brown Tabby","Adopted","12/3/2018 11:15 PM","","3/24/2019"
"F18-180","Mary Ann H","4/13/2016","Female","Domestic Short Hair","Tortoiseshell","Euthanized","12/3/2018 11:17 PM","11/10/2018",""
"F18-181","Mrs. Robinson","11/3/2012","Female","Domestic Short Hair","Brown Tabby","Adopted","12/5/2018 12:01 PM","","11/22/2019"
"F18-182","Lenny K","5/28/2018","Male","Domestic Short Hair","Black and White","Transferred","12/8/2018 7:12 PM","",""
"F18-183","Chili Ragdoll","7/6/2015","Male","Ragdoll","Cream (Mostly)","Adopted","12/18/2018 7:18 PM","","12/12/2018"
"F18-184","Peepers","1/19/2018","Female","Domestic Short Hair","Tortoiseshell","Adopted","12/18/2018 7:30 PM","","1/20/2020"
"F18-185","Periwinkle","12/1/2017","Female","Russian Blue","Gray","Adopted","12/18/2018 11:21 PM","","2/10/2019"
"F18-186","Newt","10/10/2018","Male","Ragdoll","Black and White","Adopted","12/18/2018 11:23 PM","","3/17/2019"
"F18-187","Credence","10/10/2018","Male","Ragdoll","Black and White","Adopted","12/18/2018 11:24 PM","","3/17/2019"
"F18-188","Theseus","10/10/2018","Male","Domestic Short Hair","Black and White","Adopted","12/18/2018 11:26 PM","","11/2/2019"
"F18-189","Tina B","10/10/2018","Female","Domestic Short Hair","Gray and White","Adopted","12/18/2018 11:27 PM","","11/2/2019"
"F18-190","Shadow H","12/16/2008","Male","Domestic Short Hair","Black (Mostly)","Adopted","12/19/2018 8:21 PM","","1/20/2020"
"F18-191","Noel H","12/16/2008","Female","Domestic Long Hair","Calico or Dilute Calico","Adopted","12/19/2018 8:22 PM","","1/20/2020"
"F18-192","Baxter H","6/16/2016","Male","Russian Blue","Gray","Adopted","12/19/2018 8:23 PM","","12/23/2018"
"F18-193","Nina S","10/8/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","12/20/2018 10:43 AM","","2/24/2019"
"F18-194","Elf K","10/19/2018","Male","Domestic Medium Hair","Orange","Adopted","12/20/2018 10:45 AM","","3/31/2019"
"F18-195","Sugar Plum K","8/14/2018","Female","Domestic Short Hair","Black and White","Adopted","12/20/2018 10:45 AM","","4/6/2019"
"F18-196","Professor U","3/1/2018","Male","Domestic Short Hair","Black and White","Adopted","12/20/2018 10:47 AM","","3/9/2019"
"F18-197","Bubbles Puff","3/1/2018","Female","Maine Coon","Brown Tabby","Adopted","12/20/2018 10:47 AM","","3/9/2019"
"F18-198","Buttercup Puff","3/1/2018","Female","Domestic Short Hair","Black and White","Transferred","12/20/2018 10:49 AM","",""
"F18-199","Blossom Puff","3/1/2018","Female","Domestic Short Hair","Black and White","Transferred","12/20/2018 10:52 AM","",""
"F18-200","Lacey Bird","8/23/2018","Female","Domestic Short Hair","Black and White","Not Available","12/20/2018 10:58 AM","",""
"F18-201","Gracie Bird","8/23/2018","Female","Domestic Short Hair","Gray (Mostly)","Not Available","12/20/2018 10:59 AM","",""
"F18-202","Oscar K","4/1/2018","Male","Domestic Short Hair","Brown Tabby","Adopted","12/20/2018 11:01 AM","","1/5/2019"
"F18-203","Gingerbread II","6/1/2017","Female","Domestic Short Hair","Brown Tabby","Pending","12/21/2018 8:03 PM","",""
"F18-204","Sweet Caroline","6/28/2018","Female","Domestic Short Hair","Tortoiseshell","Adopted","11/8/2018 10:54 AM","","1/20/2019"
"F18-205","Jasper M","11/18/2017","Male","Domestic Short Hair","Black and White","Not Available","9/1/2019 11:22 PM","",""
"F18-206","Foxy Durham","4/25/2017","Female","Domestic Long Hair","Calico or Dilute Calico","Not Available","6/23/2021 6:01 PM","",""
"F19-001","Heather Grey","8/4/2017","Female","Russian Blue","Gray","Adopted","1/12/2019 11:18 AM","","4/1/2019"
"F19-002","Simba H","7/20/2017","Male","Domestic Short Hair","Orange","Adopted","2/6/2019 9:48 PM","","2/21/2019"
"F19-003","Onyx","5/8/2018","Male","Domestic Short Hair","Black and White","Adopted","1/13/2019 10:24 AM","","2/9/2019"
"F19-004","Miso K","10/2/2018","Male","Siamese","Cream (Mostly)","Adopted","1/13/2019 10:26 AM","","2/17/2019"
"F19-005","Mason","11/16/2018","Male","Domestic Short Hair","Black","Adopted","1/13/2019 10:28 AM","","2/25/2019"
"F19-006","Peach","2/11/2017","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","2/11/2019 7:20 PM","","2/19/2019"
"F19-007","Pete","1/4/2017","Male","Domestic Short Hair","White","Adopted","2/19/2019 5:47 PM","","3/23/2019"
"F19-008","Krystal","4/1/2014","Female","Domestic Short Hair","Tortoiseshell","Adopted","2/19/2019 5:40 PM","","3/23/2019"
"F19-009","Hamlet","1/23/2012","Male","Domestic Short Hair","","Adopted","2/20/2019 5:42 PM","","5/27/2019"
"F19-010","Cappy Chino","1/28/2017","Male","Domestic Short Hair","Gray and White","Adopted","2/20/2019 5:54 PM","","3/9/2019"
"F19-011","Gumbo K","8/20/2018","Female","Domestic Short Hair","Gray  Blue or Silver Tabby","Transferred","2/24/2019 1:31 AM","",""
"F19-012","Chowder K","8/20/2018","Male","Domestic Short Hair","Orange","Adopted","2/24/2019 1:34 AM","","4/6/2019"
"F19-013","Lord Fluffington","3/20/2018","Male","Norwegian Forest Cat","Gray","Adopted","2/24/2019 1:53 AM","","9/6/2019"
"F19-014","Valentino","2/14/2015","Male","Maine Coon","Gray","Passed Away","3/2/2019 9:47 PM","",""
"F19-015","Crimson H","5/6/2018","Female","Domestic Short Hair","Black","Adopted","3/2/2019 9:52 PM","","12/15/2019"
"F19-016","Tyler R","3/3/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","3/2/2019 10:00 PM","","6/30/2019"
"F19-017","Bartholomew E","6/5/2018","Male","Domestic Short Hair","Orange","Not Available","3/2/2019 10:02 PM","",""
"F19-018","Henry KB","5/1/2017","Male","Domestic Short Hair","Black and White","Pending","2/24/2019 1:58 AM","",""
"F19-019","Trudence KB","5/1/2017","Male","Domestic Short Hair","Black and White","Pending","2/24/2019 2:00 AM","",""
"F19-020","Brady K","11/5/2018","Male","Domestic Short Hair","Black and White","Adopted","2/24/2019 1:21 AM","","8/18/2019"
"F19-021","Cheeto K","12/13/2018","Male","Domestic Short Hair","Orange","Adopted","2/24/2019 1:24 AM","","4/13/2019"
"F19-022","Sage D","8/4/2018","Female","Domestic Short Hair","Black and White","Euthanized","3/2/2019 10:31 PM","5/4/2019",""
"F19-023","Jasmine D","8/4/2018","Female","Domestic Short Hair","Black","Adopted","3/2/2019 10:35 PM","","10/13/2019"
"F19-024","Annie M","6/7/2018","Female","Domestic Short Hair","Black and White","Not Available","3/2/2019 10:39 PM","",""
"F19-025","Tesla M","6/7/2018","Male","Domestic Short Hair","Black and White","Not Available","3/2/2019 10:44 PM","",""
"F19-026","McLaren","3/2/2016","Male","Siamese","","Not Available","3/2/2019 10:47 PM","",""
"F19-027","Tuesday E","10/13/2018","Female","Domestic Short Hair","Tortoiseshell","Not Available","3/12/2019 6:27 PM","",""
"F19-028","Gemma","9/1/2012","Female","Domestic Short Hair","Chocolate","Adopted","3/26/2019 8:41 PM","","4/21/2019"
"F19-029","Catsy Cline","3/17/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","3/29/2019 3:40 PM","","7/7/2019"
"F19-030","Jackie J","3/17/2018","Female","Domestic Short Hair","White (Mostly)","Adopted","3/29/2019 4:19 PM","","11/5/2019"
"F19-031","Purrcy","3/28/2018","Male","Himalayan","Blue","Adopted","4/8/2019 6:09 PM","","4/12/2019"
"F19-032","Pia","2/27/2016","Male","Maine Coon","Orange and White","Adopted","4/13/2019 11:04 PM","","4/14/2019"
"F19-033","Liam H","9/4/2017","Male","Domestic Short Hair","Black and White","Returned","5/14/2019 10:16 PM","",""
"F19-034","Lucky K","3/18/2018","Male","Domestic Medium Hair","Black and White","Adopted","5/14/2019 10:33 PM","","1/20/2020"
"F19-035","Walter H","2/18/2015","Male","Domestic Short Hair","Black and White","Pending","5/14/2019 10:54 PM","",""
"F19-036","Herold","5/1/2015","Male","Domestic Short Hair","Orange","Pending","5/14/2019 11:16 PM","",""
"F19-037","Farrah","4/1/2016","Female","Domestic Short Hair","Black","Adopted","5/14/2019 11:22 PM","","5/23/2019"
"F19-038","PenPen","3/1/2018","Male","Domestic Short Hair","White (Mostly)","Adopted","5/14/2019 11:44 PM","","7/14/2019"
"F19-039","Linda S","3/19/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/17/2019 6:15 PM","","7/21/2019"
"F19-040","Pete S","3/19/2019","Male","Domestic Short Hair","Black and White","Adopted","5/17/2019 6:21 PM","","7/21/2019"
"F19-041","Tim McPaw","3/17/2019","Male","Domestic Short Hair","Black (Mostly)","Adopted","5/29/2019 12:09 AM","","9/15/2019"
"F19-042","Conway Kitty","3/17/2019","Male","Domestic Short Hair","Orange","Adopted","5/29/2019 12:12 AM","","7/21/2019"
"F19-043","Johnny Spitz","3/17/2019","Male","Domestic Medium Hair","Black","Adopted","5/29/2019 12:16 AM","","10/16/2019"
"F19-044","Loretta Lynx","3/17/2019","Female","Domestic Short Hair","Orange","Adopted","5/29/2019 12:19 AM","","7/21/2019"
"F19-045","Dolly Purrton","3/24/2019","Female","Domestic Short Hair","White","Adopted","5/29/2019 12:22 AM","","8/24/2019"
"F19-046","Patchouli Girl","3/19/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","5/29/2019 12:28 AM","","8/18/2019"
"F19-047","Whitman T. Fluffypants","4/1/2019","Male","Domestic Long Hair","Black","Adopted","5/29/2019 12:30 AM","","10/16/2019"
"F19-048","George (fka Mr. Begonia D)","2/19/2019","Male","Domestic Medium Hair","Black and White","Adopted","5/28/2019 11:31 PM","","3/12/2021"
"F19-049","Petunia D","2/19/2019","Female","Domestic Medium Hair","Brown","Adopted","5/28/2019 11:35 PM","","10/13/2019"
"F19-050","Mr. Zinnia D","2/19/2019","Male","Domestic Medium Hair","Black and White","Euthanized","5/28/2019 11:51 PM","11/8/2020",""
"F19-051","Sweet Tart D","4/14/2019","Female","Domestic Medium Hair","Black (Mostly)","Adopted","5/29/2019 12:06 AM","","10/13/2019"
"F19-052","Georgia Girl","4/15/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","6/15/2019 2:04 PM","","12/21/2019"
"F19-053","Houston Girl","4/15/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","6/15/2019 2:05 PM","","1/26/2020"
"F19-054","Dallas Girl","4/15/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","6/15/2019 2:06 PM","","9/15/2019"
"F19-055","Woozle Poof","4/16/2019","Female","Domestic Long Hair","Calico or Dilute Calico","Adopted","6/15/2019 2:36 PM","","9/7/2020"
"F19-056","Winona Poof","4/16/2019","Female","Domestic Medium Hair","Calico or Dilute Calico","Not Available","6/15/2019 2:37 PM","",""
"F19-057","Nigel Watson Poof","4/16/2019","Male","Domestic Long Hair","Black","Not Available","6/15/2019 2:38 PM","",""
"F19-058","Sprinkles Poof","5/19/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","6/15/2019 2:41 PM","","2/3/2020"
"F19-059","Oreo Poof (fka Diane Poof)","5/19/2019","Female","Domestic Short Hair","Black and White","Available","6/15/2019 2:42 PM","","3/21/2020"
"F19-060","Sparkles Poof","5/19/2019","Female","Domestic Short Hair","Tortoiseshell","Pending","6/15/2019 2:44 PM","","3/21/2020"
"F19-061","Snowy Poof","5/19/2019","Male","Domestic Short Hair","Gray and White","Adopted","6/15/2019 2:45 PM","","2/3/2020"
"F19-062","Poe fka Bandit Jack Poof","5/19/2019","Male","Domestic Short Hair","Gray and White","Pending","6/15/2019 2:45 PM","","9/30/2019"
"F19-063","Oliver T","4/1/2019","Male","Domestic Short Hair","Orange and White","Adopted","6/15/2019 3:13 PM","","4/25/2020"
"F19-064","Thea T","4/1/2019","Female","Domestic Short Hair","Black and White","Adopted","6/15/2019 3:14 PM","","9/21/2019"
"F19-065","Laurel T","4/1/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","6/15/2019 3:14 PM","","1/16/2020"
"F19-066","Felicity T","4/1/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","6/15/2019 3:15 PM","","4/25/2020"
"F19-067","Whiskey T","4/9/2019","Female","Domestic Short Hair","Orange and White","Adopted","6/15/2019 3:15 PM","","4/25/2020"
"F19-068","Nico T (fka Bullet T)","4/9/2019","Male","Domestic Short Hair","Gray (Mostly)","Not Available","6/15/2019 3:16 PM","","9/30/2019"
"F19-069","Sherlock T","6/15/2017","Male","Maine Coon","Brown Tabby","Adopted","6/15/2019 3:28 PM","","7/26/2019"
"F19-070","Vali J","4/15/2019","Female","Domestic Short Hair","Orange","Adopted","6/15/2019 3:38 PM","","9/30/2019"
"F19-071","Vanna J","4/15/2019","Female","Domestic Short Hair","Orange","Adopted","6/15/2019 3:38 PM","","9/21/2019"
"F19-072","Freida J","4/15/2019","Female","Domestic Short Hair","Orange","Adopted","6/15/2019 3:39 PM","","12/21/2019"
"F19-073","Dixie Rose","4/16/2019","Female","Domestic Short Hair","Black","Adopted","6/15/2019 3:42 PM","","10/16/2019"
"F19-074","Salsa-Rita","4/16/2019","Female","Domestic Short Hair","Black and White","Adopted","6/15/2019 3:44 PM","","12/26/2019"
"F19-075","Chip","4/16/2019","Male","Domestic Short Hair","Gray","Euthanized","6/15/2019 3:45 PM","6/19/2019",""
"F19-076","Mango","4/16/2019","Male","Domestic Short Hair","Orange and White","Adopted","6/15/2019 3:45 PM","","9/15/2019"
"F19-077","Magnolia Wilson","5/20/2018","Female","Domestic Short Hair","","Adopted","6/22/2019 12:51 AM","","6/22/2019"
"F19-078","Pixi","8/24/2018","Female","Domestic Short Hair","Gray and White","Adopted","6/24/2019 2:43 PM","","8/24/2019"
"F19-079","Joe Snuggles","7/3/2018","Male","Domestic Short Hair","Black (Mostly)","Adopted","6/28/2019 3:07 PM","","9/14/2019"
"F19-080","Wolf","1/1/2017","Male","Maine Coon","Black","Adopted","7/14/2019 3:56 PM","","7/27/2019"
